Team1Agent1,Team1Agent2,Team1Agent3,Team1Agent4,Team1Agent5,Team2Agent1,Team2Agent2,Team2Agent3,Team2Agent4,Team2Agent5,Map,Victory
viper,reyna,brimstone,sova,skye,cypher,raze,omen,sova,breach,Bind,Team 2
jett,omen,killjoy,kayo,sova,jett,sage,sova,omen,cypher,Ascent,Team 2
reyna,viper,sage,jett,sova,viper,jett,sova,raze,sage,Icebox,Team 2
raze,sage,brimstone,skye,viper,viper,raze,skye,astra,sage,Bind,Team 2
jett,sage,kayo,viper,sova,jett,killjoy,sova,sage,viper,Icebox,Team 1
viper,astra,kayo,breach,raze,killjoy,sova,breach,raze,astra,Bind,Team 2
cypher,viper,skye,sova,jett,reyna,viper,sova,sage,kayo,Breeze,Team 2
jett,viper,skye,sova,cypher,viper,cypher,jett,brimstone,skye,Breeze,Team 1
brimstone,viper,jett,sova,breach,sage,brimstone,raze,skye,viper,Bind,Team 1
sova,cypher,jett,phoenix,omen,jett,cypher,skye,astra,sova,Haven,Team 1
killjoy,sova,viper,sage,jett,viper,jett,reyna,sova,sage,Icebox,Team 1
astra,jett,killjoy,sova,skye,killjoy,astra,skye,sova,jett,Ascent,Team 1
jett,sova,reyna,sage,viper,jett,sage,skye,sova,viper,Icebox,Team 2
jett,raze,sage,skye,astra,jett,sage,cypher,kayo,omen,Split,Team 2
jett,sova,sage,killjoy,viper,jett,viper,sova,reyna,sage,Icebox,Team 1
astra,sova,phoenix,sage,killjoy,jett,reyna,astra,sova,killjoy,Ascent,Team 2
sova,astra,jett,phoenix,cypher,cypher,jett,reyna,sova,omen,Haven,Team 2
jett,breach,sage,omen,killjoy,raze,jett,astra,breach,sage,Split,Team 1
jett,killjoy,breach,astra,sova,raze,jett,astra,sova,breach,Haven,Team 2
kayo,jett,killjoy,astra,sova,jett,sova,raze,astra,breach,Ascent,Team 2
killjoy,sage,astra,reyna,sova,jett,raze,astra,sova,killjoy,Ascent,Team 2
viper,omen,sova,yoru,raze,jett,breach,raze,astra,sova,Bind,Team 2
skye,viper,jett,brimstone,cypher,astra,viper,sage,killjoy,skye,Breeze,Team 1
sova,jett,omen,skye,cypher,astra,killjoy,viper,sova,jett,Haven,Team 2
jett,sova,kayo,cypher,omen,killjoy,astra,phoenix,sova,jett,Ascent,Team 1
reyna,viper,sage,sova,jett,sova,reyna,viper,jett,sage,Icebox,Team 1
killjoy,sova,sage,reyna,astra,astra,reyna,sova,killjoy,sage,Ascent,Team 2
viper,astra,jett,kayo,skye,cypher,viper,omen,sage,raze,Split,Team 2
sage,reyna,sova,jett,viper,sova,viper,sage,reyna,jett,Icebox,Team 2
killjoy,jett,reyna,sage,astra,skye,reyna,raze,sage,astra,Split,Team 1
killjoy,sova,jett,astra,reyna,sova,raze,astra,killjoy,sage,Ascent,Team 1
raze,sage,skye,cypher,astra,cypher,viper,jett,raze,astra,Split,Team 1
astra,raze,sova,cypher,skye,raze,jett,astra,breach,sova,Bind,Team 1
raze,jett,viper,skye,sage,reyna,jett,viper,sage,sova,Icebox,Team 2
viper,skye,astra,raze,jett,viper,raze,sova,omen,kayo,Bind,Team 2
omen,raze,viper,skye,sova,viper,raze,brimstone,jett,sova,Bind,Team 1
kayo,omen,viper,raze,cypher,jett,astra,skye,cypher,viper,Split,Team 2
omen,raze,viper,sage,sova,skye,jett,killjoy,sage,viper,Icebox,Team 2
sova,jett,viper,killjoy,astra,jett,skye,sova,cypher,omen,Haven,Team 2
killjoy,jett,viper,sova,omen,jett,reyna,sage,sova,viper,Icebox,Team 1
killjoy,sage,astra,raze,viper,raze,skye,killjoy,astra,viper,Split,Team 2
omen,jett,cypher,skye,sova,skye,killjoy,sage,jett,omen,Haven,Team 1
viper,raze,sage,astra,skye,skye,viper,sage,raze,brimstone,Bind,Team 1
sova,jett,viper,killjoy,sage,reyna,jett,sova,sage,viper,Icebox,Team 2
skye,sage,raze,brimstone,cypher,raze,viper,astra,sage,skye,Bind,Team 2
sova,kayo,cypher,omen,sage,jett,sage,sova,cypher,omen,Ascent,Team 2
jett,skye,viper,killjoy,cypher,phoenix,skye,jett,cypher,viper,Breeze,Team 1
raze,astra,skye,viper,sage,skye,omen,viper,jett,sage,Split,Team 1
raze,omen,killjoy,sova,sage,sage,jett,omen,sova,killjoy,Ascent,Team 1
sova,jett,cypher,breach,omen,raze,omen,jett,sova,skye,Bind,Team 1
raze,omen,killjoy,sova,sage,sage,jett,omen,sova,killjoy,Ascent,Team 1
sova,jett,cypher,breach,omen,raze,omen,jett,sova,skye,Bind,Team 1
sova,raze,killjoy,skye,astra,skye,omen,breach,kayo,cypher,Haven,Team 2
cypher,viper,jett,killjoy,skye,viper,skye,sova,jett,cypher,Breeze,Team 2
reyna,sova,jett,viper,sage,jett,sage,sova,killjoy,viper,Icebox,Team 2
raze,killjoy,skye,brimstone,sova,raze,skye,astra,sage,viper,Bind,Team 1
omen,jett,sage,cypher,sova,omen,jett,skye,killjoy,sova,Ascent,Team 1
jett,viper,sova,astra,skye,reyna,skye,viper,brimstone,sova,Bind,Team 1
sage,jett,reyna,sova,viper,skye,sage,viper,reyna,sova,Icebox,Team 1
jett,kayo,sova,viper,sage,viper,killjoy,jett,sova,sage,Icebox,Team 1
kayo,jett,killjoy,skye,omen,killjoy,viper,astra,sage,skye,Haven,Team 2
kayo,viper,sova,brimstone,skye,astra,yoru,skye,viper,sova,Bind,Team 2
raze,sova,breach,viper,brimstone,viper,jett,brimstone,kayo,skye,Bind,Team 1
sage,jett,sova,killjoy,viper,jett,reyna,viper,sova,sage,Icebox,Team 1
raze,jett,sage,astra,breach,jett,omen,killjoy,raze,sage,Split,Team 1
raze,astra,jett,sova,breach,killjoy,reyna,sova,jett,omen,Bind,Team 2
jett,killjoy,astra,phoenix,sova,reyna,jett,omen,killjoy,sova,Ascent,Team 2
jett,viper,killjoy,sova,skye,jett,sova,skye,cypher,viper,Breeze,Team 2
jett,phoenix,astra,killjoy,sova,killjoy,phoenix,astra,sova,sage,Ascent,Team 1
viper,jett,sage,sova,reyna,jett,reyna,sova,viper,sage,Icebox,Team 2
sova,jett,killjoy,astra,skye,jett,cypher,sova,reyna,omen,Haven,Team 1
jett,viper,reyna,skye,sova,viper,jett,sova,skye,cypher,Breeze,Team 1
skye,sova,jett,cypher,omen,raze,sage,omen,cypher,sova,Haven,Team 2
raze,viper,brimstone,sova,skye,brimstone,viper,raze,skye,sage,Bind,Team 1
sova,raze,omen,skye,killjoy,raze,sage,killjoy,sova,omen,Ascent,Team 1
cypher,skye,sova,omen,jett,yoru,astra,cypher,jett,sova,Haven,Team 1
sage,viper,sova,jett,reyna,jett,reyna,sova,sage,viper,Icebox,Team 1
sova,omen,jett,skye,killjoy,sova,killjoy,sage,kayo,omen,Haven,Team 1
killjoy,jett,astra,sage,skye,cypher,sage,astra,skye,raze,Split,Team 2
omen,sova,sage,killjoy,jett,killjoy,sage,sova,omen,kayo,Ascent,Team 1
jett,sova,astra,killjoy,skye,raze,sova,killjoy,omen,sage,Ascent,Team 2
viper,jett,yoru,skye,cypher,jett,viper,cypher,sova,sage,Breeze,Team 2
jett,cypher,skye,omen,kayo,jett,sage,omen,killjoy,skye,Haven,Team 1
phoenix,jett,viper,skye,cypher,sova,skye,cypher,jett,viper,Breeze,Team 1
cypher,omen,sova,kayo,sage,killjoy,omen,sova,skye,jett,Ascent,Team 1
omen,sage,kayo,cypher,raze,jett,sage,cypher,astra,skye,Split,Team 2
cypher,viper,sage,sova,skye,jett,sova,cypher,skye,viper,Breeze,Team 1
jett,skye,omen,sova,cypher,jett,killjoy,omen,sage,skye,Haven,Team 1
jett,viper,killjoy,sage,sova,jett,sova,viper,sage,reyna,Icebox,Team 1
jett,viper,skye,omen,sage,jett,omen,raze,sage,cypher,Split,Team 2
killjoy,jett,skye,kayo,brimstone,skye,raze,killjoy,sova,brimstone,Bind,Team 2
jett,sova,sage,viper,skye,reyna,sova,jett,viper,sage,Icebox,Team 2
omen,jett,raze,sova,skye,viper,astra,jett,sova,skye,Bind,Team 1
jett,killjoy,skye,astra,sage,cypher,raze,reyna,sage,omen,Split,Team 2
jett,sage,sova,viper,omen,reyna,sage,skye,viper,sova,Icebox,Team 1
sage,viper,raze,skye,brimstone,viper,skye,brimstone,reyna,sova,Bind,Team 2
jett,sova,astra,skye,killjoy,jett,killjoy,sage,omen,sova,Ascent,Team 2
jett,sage,skye,viper,cypher,killjoy,viper,sova,astra,skye,Breeze,Team 1
killjoy,kayo,jett,omen,skye,cypher,skye,jett,sage,omen,Haven,Team 1
raze,skye,sage,cypher,brimstone,skye,sova,astra,yoru,viper,Bind,Team 2
raze,kayo,cypher,omen,sage,astra,sage,cypher,raze,skye,Split,Team 2
jett,viper,skye,sova,cypher,killjoy,jett,skye,cypher,viper,Breeze,Team 2
sage,skye,jett,killjoy,omen,raze,killjoy,skye,astra,sova,Haven,Team 1
reyna,jett,sova,viper,sage,killjoy,viper,jett,sova,sage,Icebox,Team 2
jett,reyna,viper,sova,sage,sova,viper,sage,reyna,jett,Icebox,Team 1
raze,killjoy,kayo,omen,viper,raze,viper,skye,killjoy,sage,Split,Team 1
omen,sova,cypher,jett,sage,jett,sova,astra,killjoy,sage,Ascent,Team 2
raze,sage,jett,sova,viper,sova,raze,viper,jett,sage,Icebox,Team 1
kayo,jett,cypher,sova,omen,sova,jett,cypher,phoenix,omen,Haven,Team 1
jett,sage,killjoy,omen,sova,sova,jett,reyna,viper,sage,Icebox,Team 2
astra,skye,viper,sova,raze,skye,raze,jett,sova,astra,Bind,Team 1
raze,breach,kayo,astra,skye,raze,jett,omen,sova,killjoy,Ascent,Team 1
jett,viper,skye,reyna,sage,reyna,jett,viper,sova,sage,Breeze,Team 2
sage,raze,viper,sova,jett,reyna,sova,jett,sage,viper,Icebox,Team 2
omen,sova,jett,skye,cypher,reyna,cypher,sova,astra,jett,Haven,Team 2
reyna,jett,viper,skye,sage,jett,sova,viper,sage,killjoy,Icebox,Team 2
jett,killjoy,astra,kayo,sova,jett,skye,sova,killjoy,astra,Ascent,Team 2
sova,cypher,skye,sage,viper,jett,skye,viper,sage,killjoy,Breeze,Team 2
sova,viper,jett,skye,astra,kayo,jett,cypher,omen,sova,Haven,Team 2
killjoy,omen,jett,kayo,sova,sage,jett,omen,sova,killjoy,Ascent,Team 2
phoenix,jett,sova,omen,cypher,raze,astra,skye,cypher,sage,Ascent,Team 2
jett,astra,raze,sova,skye,raze,sova,viper,astra,skye,Bind,Team 1
reyna,sova,viper,jett,sage,jett,sage,viper,sova,killjoy,Icebox,Team 2
jett,viper,skye,reyna,sage,astra,jett,viper,sage,sova,Breeze,Team 1
jett,omen,killjoy,reyna,sova,killjoy,omen,raze,sova,jett,Ascent,Team 1
jett,sova,omen,skye,cypher,kayo,jett,breach,sage,astra,Haven,Team 1
cypher,sova,kayo,omen,jett,jett,astra,cypher,skye,sova,Haven,Team 1
raze,viper,sova,brimstone,breach,jett,reyna,viper,brimstone,skye,Bind,Team 2
raze,sage,skye,astra,cypher,raze,astra,cypher,sage,jett,Split,Team 1
jett,sage,sova,killjoy,viper,reyna,viper,sova,jett,sage,Icebox,Team 1
jett,sova,cypher,phoenix,omen,sova,cypher,astra,jett,kayo,Haven,Team 1
skye,jett,raze,cypher,astra,jett,cypher,omen,raze,sage,Split,Team 1
kayo,raze,sova,astra,skye,reyna,jett,cypher,sova,omen,Ascent,Team 1
viper,jett,sova,reyna,sage,sova,viper,omen,reyna,sage,Icebox,Team 1
omen,raze,killjoy,viper,kayo,omen,kayo,skye,raze,sage,Split,Team 1
killjoy,sova,astra,sage,viper,jett,reyna,skye,omen,sova,Ascent,Team 2
jett,killjoy,sova,sage,viper,sova,raze,sage,jett,viper,Icebox,Team 1
sage,astra,viper,kayo,skye,jett,raze,sage,sova,omen,Bind,Team 2
jett,viper,sova,killjoy,sage,viper,sage,reyna,sova,jett,Icebox,Team 2
raze,omen,kayo,sova,cypher,kayo,raze,killjoy,sova,astra,Ascent,Team 1
killjoy,raze,sage,viper,skye,raze,cypher,skye,sage,astra,Split,Team 1
sova,skye,raze,cypher,omen,omen,sage,kayo,killjoy,sova,Haven,Team 2
killjoy,sova,sage,viper,raze,killjoy,jett,sova,sage,viper,Icebox,Team 2
sage,killjoy,raze,omen,skye,raze,skye,cypher,astra,sage,Split,Team 1
omen,sage,jett,killjoy,sova,raze,skye,omen,cypher,jett,Haven,Team 2
cypher,killjoy,sage,omen,breach,astra,raze,sage,reyna,killjoy,Split,Team 1
jett,killjoy,viper,sage,breach,astra,raze,reyna,viper,sova,Bind,Team 2
jett,viper,cypher,skye,sova,jett,sage,viper,cypher,sova,Breeze,Team 2
skye,viper,jett,sage,brimstone,omen,jett,sova,breach,cypher,Bind,Team 1
skye,jett,cypher,omen,sova,raze,sova,killjoy,omen,sage,Ascent,Team 2
jett,skye,viper,sage,killjoy,sage,viper,jett,sova,reyna,Icebox,Team 1
skye,jett,omen,killjoy,sova,cypher,omen,jett,sage,sova,Ascent,Team 1
killjoy,skye,sova,omen,raze,viper,skye,sage,raze,brimstone,Bind,Team 1
cypher,killjoy,jett,skye,viper,jett,viper,yoru,cypher,skye,Breeze,Team 2
raze,skye,omen,killjoy,sage,jett,kayo,omen,skye,cypher,Split,Team 2
brimstone,sage,raze,cypher,skye,killjoy,jett,viper,breach,sage,Bind,Team 2
viper,sage,skye,cypher,sova,jett,viper,cypher,sage,skye,Breeze,Team 1
cypher,sage,kayo,skye,omen,sage,jett,sova,killjoy,omen,Haven,Team 1
raze,viper,skye,astra,sage,cypher,brimstone,raze,sage,breach,Split,Team 2
viper,sova,jett,killjoy,sage,reyna,skye,viper,sage,sova,Icebox,Team 2
skye,yoru,viper,astra,sova,raze,reyna,sova,astra,viper,Bind,Team 1
jett,viper,sova,skye,cypher,skye,jett,reyna,viper,sova,Breeze,Team 1
jett,sage,skye,viper,omen,jett,omen,raze,sova,skye,Bind,Team 2
jett,omen,killjoy,skye,sage,jett,sova,killjoy,omen,skye,Haven,Team 2
raze,sage,cypher,omen,breach,raze,breach,cypher,brimstone,sage,Split,Team 1
jett,cypher,omen,sova,breach,sova,viper,jett,astra,skye,Bind,Team 2
sova,jett,viper,sage,killjoy,sage,viper,jett,reyna,sova,Icebox,Team 2
sage,reyna,viper,sova,jett,skye,sage,killjoy,jett,viper,Icebox,Team 2
jett,sova,killjoy,kayo,omen,skye,sova,omen,killjoy,jett,Ascent,Team 1
jett,cypher,sage,skye,viper,skye,jett,sova,viper,cypher,Breeze,Team 1
sage,jett,cypher,omen,sova,omen,jett,sova,sage,cypher,Ascent,Team 1
jett,cypher,sage,skye,omen,omen,kayo,killjoy,raze,viper,Split,Team 1
kayo,astra,sova,killjoy,sage,jett,killjoy,sova,omen,kayo,Ascent,Team 1
reyna,omen,sova,viper,sage,jett,reyna,sova,viper,sage,Icebox,Team 1
killjoy,viper,sage,jett,sova,reyna,sova,jett,viper,sage,Icebox,Team 1
viper,killjoy,astra,sova,sage,jett,reyna,killjoy,sova,omen,Ascent,Team 1
kayo,raze,sova,cypher,omen,jett,phoenix,omen,sova,killjoy,Ascent,Team 2
sage,raze,killjoy,skye,viper,raze,omen,killjoy,viper,kayo,Split,Team 1
sage,killjoy,sova,viper,jett,jett,sova,viper,sage,reyna,Icebox,Team 1
viper,sova,astra,skye,jett,jett,omen,sova,kayo,cypher,Haven,Team 1
skye,omen,jett,raze,cypher,sova,cypher,omen,raze,kayo,Bind,Team 1
jett,kayo,sova,cypher,astra,sova,jett,omen,killjoy,kayo,Ascent,Team 1
viper,sova,reyna,sage,jett,jett,sage,sova,viper,omen,Icebox,Team 2
jett,sage,skye,viper,killjoy,jett,skye,sage,viper,cypher,Breeze,Team 1
killjoy,jett,skye,sage,astra,cypher,jett,sova,kayo,omen,Haven,Team 1
jett,sage,killjoy,viper,sova,sova,raze,jett,sage,viper,Icebox,Team 2
killjoy,jett,sage,sova,astra,omen,jett,reyna,skye,sova,Ascent,Team 2
jett,kayo,sova,omen,cypher,kayo,raze,omen,sova,cypher,Haven,Team 2
killjoy,sova,raze,astra,sage,raze,kayo,sova,astra,killjoy,Ascent,Team 1
jett,sage,raze,astra,killjoy,raze,sage,cypher,skye,astra,Split,Team 2
omen,cypher,reyna,sova,jett,jett,sova,cypher,omen,kayo,Ascent,Team 2
raze,sova,viper,jett,sage,reyna,viper,sage,killjoy,sova,Icebox,Team 1
raze,reyna,omen,cypher,raze,sova,skye,viper,astra,Bind,Team 1,
raze,sova,sage,viper,reyna,jett,reyna,viper,sage,sova,Icebox,Team 2
jett,omen,killjoy,reyna,sova,jett,sova,viper,cypher,omen,Ascent,Team 1
sova,jett,phoenix,omen,cypher,jett,killjoy,omen,phoenix,sova,Haven,Team 2
sage,jett,killjoy,omen,kayo,cypher,omen,kayo,jett,sage,Split,Team 2
kayo,jett,astra,cypher,sova,cypher,sage,kayo,jett,omen,Haven,Team 1
jett,sova,reyna,viper,sage,jett,cypher,sova,omen,sage,Icebox,Team 1
phoenix,sova,cypher,omen,jett,skye,jett,viper,sova,astra,Haven,Team 2
jett,reyna,omen,killjoy,sova,sova,raze,cypher,astra,skye,Ascent,Team 2
sage,killjoy,astra,viper,sova,sova,cypher,jett,brimstone,kayo,Ascent,Team 1
killjoy,jett,sova,viper,sage,jett,reyna,sova,sage,viper,Icebox,Team 2
astra,viper,sage,kayo,skye,sova,raze,omen,cypher,kayo,Bind,Team 1
jett,viper,sage,killjoy,skye,reyna,jett,skye,sage,viper,Breeze,Team 2
cypher,jett,astra,kayo,sova,killjoy,sova,jett,kayo,omen,Ascent,Team 1
viper,raze,killjoy,kayo,omen,raze,omen,viper,cypher,sage,Split,Team 1
sage,killjoy,sova,jett,viper,killjoy,viper,reyna,sage,sova,Icebox,Team 1
killjoy,skye,astra,sage,jett,viper,brimstone,raze,killjoy,skye,Haven,Team 1
raze,viper,kayo,sova,omen,raze,kayo,sova,omen,viper,Bind,Team 1
kayo,cypher,sova,raze,omen,omen,jett,killjoy,sova,kayo,Ascent,Team 2
jett,killjoy,sova,viper,sage,jett,viper,sova,reyna,sage,Icebox,Team 1
jett,reyna,killjoy,sova,omen,jett,skye,killjoy,omen,sova,Ascent,Team 1
sova,sage,killjoy,jett,viper,reyna,sova,sage,viper,jett,Icebox,Team 1
jett,sova,reyna,viper,sage,reyna,jett,sova,viper,sage,Icebox,Team 1
sage,sova,reyna,jett,viper,reyna,sage,sova,jett,viper,Icebox,Team 1
jett,sage,viper,reyna,skye,jett,skye,viper,omen,killjoy,Breeze,Team 1
cypher,jett,kayo,sova,astra,phoenix,cypher,sova,jett,omen,Haven,Team 1
skye,raze,omen,kayo,sage,raze,sage,astra,cypher,skye,Split,Team 1
viper,killjoy,jett,sage,sova,sova,jett,viper,sage,reyna,Icebox,Team 1
viper,astra,killjoy,kayo,sage,skye,raze,viper,sage,omen,Split,Team 2
killjoy,sage,viper,astra,sova,killjoy,phoenix,jett,astra,sova,Ascent,Team 1
raze,astra,reyna,sova,sage,jett,viper,kayo,sage,sova,Icebox,Team 1
raze,astra,cypher,viper,jett,killjoy,jett,sage,astra,breach,Split,Team 1
jett,astra,sage,kayo,sova,reyna,sage,killjoy,astra,sova,Ascent,Team 2
sage,jett,viper,killjoy,sova,reyna,sova,viper,sage,jett,Icebox,Team 2
viper,reyna,sova,astra,raze,raze,viper,sage,brimstone,skye,Bind,Team 2
reyna,jett,viper,sova,sage,jett,sage,sova,reyna,viper,Icebox,Team 2
jett,sova,omen,breach,killjoy,killjoy,phoenix,astra,jett,Ascent,Team 1,
raze,skye,sage,viper,brimstone,raze,jett,breach,sova,Bind,Team 1,
viper,sova,sage,jett,reyna,viper,raze,sage,jett,sova,Icebox,Team 1
astra,jett,killjoy,sova,skye,jett,kayo,skye,omen,sova,Ascent,Team 1
cypher,jett,sage,raze,omen,raze,omen,sage,cypher,breach,Split,Team 2
viper,kayo,brimstone,sova,raze,astra,raze,sova,killjoy,reyna,Bind,Team 2
jett,sova,reyna,viper,sage,jett,viper,raze,sage,sova,Icebox,Team 2
jett,astra,skye,sage,killjoy,sova,jett,raze,cypher,astra,Haven,Team 1
reyna,sova,sage,viper,jett,jett,killjoy,viper,sova,sage,Icebox,Team 2
raze,killjoy,skye,sage,omen,sage,raze,jett,cypher,astra,Split,Team 1
jett,reyna,viper,skye,sova,jett,cypher,skye,sova,viper,Breeze,Team 2
reyna,astra,killjoy,sova,jett,skye,sova,killjoy,jett,astra,Ascent,Team 1
raze,killjoy,reyna,sova,astra,brimstone,sova,raze,viper,Bind,Team 1,
jett,skye,sova,viper,killjoy,reyna,jett,sage,viper,sova,Breeze,Team 1
sova,raze,killjoy,skye,astra,jett,sova,raze,cypher,astra,Bind,Team 1
jett,astra,breach,skye,killjoy,omen,cypher,sova,jett,phoenix,Haven,Team 1
killjoy,sova,sage,viper,jett,raze,jett,sova,viper,sage,Icebox,Team 2
skye,killjoy,jett,sova,astra,killjoy,jett,sova,raze,astra,Ascent,Team 1
jett,reyna,kayo,skye,omen,jett,breach,skye,astra,cypher,Haven,Team 1
jett,sage,viper,killjoy,sova,killjoy,sova,jett,viper,sage,Icebox,Team 2
omen,sova,jett,reyna,skye,killjoy,jett,sova,kayo,astra,Ascent,Team 2
raze,kayo,sova,astra,cypher,astra,sova,raze,sage,viper,Bind,Team 1
kayo,jett,sage,cypher,omen,astra,jett,breach,killjoy,sage,Split,Team 1
sage,sova,astra,jett,killjoy,killjoy,sage,sova,omen,jett,Ascent,Team 1
phoenix,jett,raze,brimstone,sova,raze,sova,jett,brimstone,reyna,Bind,Team 2
jett,cypher,omen,sage,breach,omen,jett,raze,cypher,breach,Split,Team 1
sage,sova,viper,cypher,jett,sova,viper,skye,reyna,jett,Breeze,Team 1
killjoy,jett,skye,sova,astra,killjoy,jett,skye,sova,astra,Ascent,Team 1
jett,breach,raze,sova,omen,viper,raze,sova,brimstone,skye,Bind,Team 1
jett,astra,sova,kayo,cypher,jett,astra,sova,kayo,killjoy,Ascent,Team 1
raze,brimstone,viper,kayo,skye,reyna,astra,skye,cypher,raze,Bind,Team 1
jett,viper,sage,killjoy,sova,viper,killjoy,sage,jett,sova,Icebox,Team 1
jett,sova,cypher,skye,astra,jett,phoenix,omen,kayo,sova,Haven,Team 2
viper,brimstone,kayo,skye,breach,raze,jett,astra,cypher,sova,Bind,Team 2
raze,jett,skye,killjoy,omen,omen,sage,raze,kayo,cypher,Split,Team 1
reyna,sova,jett,viper,sage,skye,jett,reyna,sage,viper,Breeze,Team 2
jett,sage,raze,viper,sova,sova,killjoy,jett,sage,viper,Icebox,Team 1
jett,phoenix,omen,killjoy,sova,sova,astra,jett,killjoy,kayo,Ascent,Team 1
skye,sova,sage,jett,viper,jett,sova,viper,cypher,skye,Breeze,Team 1
phoenix,jett,cypher,omen,sova,killjoy,sova,raze,skye,astra,Haven,Team 1
astra,killjoy,sage,jett,breach,reyna,raze,omen,killjoy,sage,Split,Team 1
breach,killjoy,jett,astra,skye,raze,cypher,sova,reyna,omen,Haven,Team 1
cypher,skye,breach,astra,jett,sova,cypher,reyna,jett,omen,Haven,Team 2
jett,skye,killjoy,viper,sova,jett,sova,cypher,skye,viper,Breeze,Team 2
jett,kayo,killjoy,omen,sage,cypher,viper,raze,skye,sage,Split,Team 1
astra,skye,jett,killjoy,sova,jett,omen,sova,reyna,killjoy,Ascent,Team 2
viper,jett,raze,sova,astra,raze,sova,yoru,killjoy,omen,Bind,Team 2
reyna,sova,killjoy,omen,raze,omen,jett,cypher,skye,sova,Ascent,Team 2
cypher,sova,reyna,jett,astra,jett,omen,reyna,skye,killjoy,Haven,Team 2
raze,sova,sage,viper,brimstone,reyna,omen,sova,killjoy,raze,Bind,Team 1
sage,raze,skye,cypher,viper,viper,sage,astra,skye,killjoy,Split,Team 1
raze,reyna,astra,killjoy,sova,sova,jett,killjoy,astra,kayo,Ascent,Team 2
jett,cypher,sova,sage,viper,sova,omen,viper,killjoy,jett,Breeze,Team 2
jett,omen,killjoy,sova,breach,jett,sova,sage,astra,killjoy,Ascent,Team 2
raze,viper,skye,sage,brimstone,brimstone,sova,raze,viper,skye,Bind,Team 2
viper,kayo,sova,astra,skye,skye,killjoy,sova,jett,astra,Haven,Team 1
skye,astra,viper,kayo,sova,reyna,sage,sova,omen,killjoy,Ascent,Team 2
kayo,viper,jett,sova,sage,jett,skye,sage,sova,viper,Icebox,Team 2
jett,cypher,astra,sage,kayo,raze,astra,killjoy,jett,breach,Split,Team 1
jett,skye,kayo,cypher,astra,jett,astra,killjoy,phoenix,sova,Ascent,Team 1
phoenix,jett,astra,killjoy,astra,viper,killjoy,jett,skye,Ascent,Team 1,
raze,omen,breach,sage,raze,skye,sage,cypher,astra,Split,Team 1,
omen,kayo,raze,cypher,skye,jett,breach,raze,sova,astra,Bind,Team 2
skye,sova,omen,cypher,kayo,raze,jett,sova,astra,killjoy,Ascent,Team 2
astra,cypher,sage,sova,jett,killjoy,omen,jett,sage,sova,Ascent,Team 2
skye,raze,sova,sage,omen,reyna,brimstone,viper,skye,sova,Bind,Team 1
jett,astra,cypher,sage,breach,raze,brimstone,sage,cypher,breach,Split,Team 2
jett,skye,viper,killjoy,sova,jett,cypher,viper,sova,skye,Breeze,Team 1
raze,skye,sage,brimstone,viper,raze,viper,skye,astra,sage,Bind,Team 2
reyna,jett,sova,viper,sage,killjoy,sova,viper,jett,sage,Icebox,Team 1
viper,skye,sova,killjoy,jett,skye,sova,viper,killjoy,jett,Breeze,Team 2
raze,viper,killjoy,kayo,omen,jett,raze,omen,cypher,breach,Split,Team 1
jett,sage,omen,cypher,sova,sova,omen,jett,breach,cypher,Ascent,Team 1
killjoy,reyna,sova,viper,omen,reyna,jett,sova,viper,skye,Breeze,Team 2
killjoy,viper,sage,jett,sova,jett,reyna,sova,sage,viper,Icebox,Team 2
viper,reyna,jett,sage,sova,sova,viper,reyna,jett,sage,Icebox,Team 1
sage,raze,omen,killjoy,sova,skye,jett,sova,astra,sage,Ascent,Team 1
jett,viper,reyna,sage,sova,jett,sage,reyna,sova,viper,Icebox,Team 1
omen,jett,cypher,viper,skye,reyna,omen,sova,killjoy,jett,Ascent,Team 2
cypher,omen,kayo,sova,jett,raze,omen,jett,cypher,skye,Haven,Team 2
reyna,viper,skye,brimstone,sova,sova,viper,raze,brimstone,kayo,Bind,Team 2
sage,reyna,jett,sova,viper,jett,viper,sova,skye,cypher,Breeze,Team 1
viper,skye,reyna,sage,sova,sova,viper,jett,sage,killjoy,Icebox,Team 1
skye,jett,sova,killjoy,brimstone,jett,killjoy,astra,skye,raze,Ascent,Team 2
sova,raze,brimstone,skye,cypher,viper,sage,skye,raze,astra,Bind,Team 1
raze,brimstone,sage,skye,killjoy,astra,sage,raze,killjoy,skye,Split,Team 2
sova,brimstone,skye,viper,cypher,viper,sova,reyna,raze,astra,Bind,Team 2
jett,omen,raze,sage,cypher,jett,raze,sage,cypher,astra,Split,Team 2
